district,date,pm2p5,greenness,total_rainfall,n_raindays,temp_min,temp_mean,temp_max,utci
Siha,2015-08-01,9.29896730646209,0.437286275,0,0,13.19922064,19.58932044,25.97942024,26.0677502102608
Siha,2015-09-01,11.4592082865677,0.423638858,0,0,13.79412888,20.63556516,27.47700145,29.7181286795628
Siha,2015-10-01,18.3091221955475,0.409011386,25.6,1,16.61120952,22.89911724,29.18702496,30.3361732548358
Siha,2015-11-01,18.0098106545138,0.431684583,104.1,10,16.83288985,22.815032,28.79717414,27.0591589571067
Siha,2015-12-01,23.0516351282904,0.35451646,107.1,3,15.24153818,20.96536991,26.68920163,27.9539066442389
Siha,2016-01-01,18.6175559071789,0.570199256,96.3,8,17.03126641,22.55611127,28.08095612,27.9924558452481
Siha,2016-02-01,15.8987952050161,0.581403724,32.2,4,16.28621393,22.83151075,29.37680756,29.4376745164003
Siha,2016-03-01,18.6206540798772,0.533113894,58.8,2,17.31483152,24.06988566,30.82493979,30.6402481076536
Siha,2016-04-01,13.5970739948975,0.53693901,150.3,6,16.24820549,21.93106063,27.61391577,22.6898864592094
Siha,2016-05-01,13.9638554200453,0.573459746,60.8,7,15.3751273,20.23289037,25.09065343,22.979709840202
Siha,2016-06-01,6.72667814080769,0.553451578,9.7,2,14.12307361,19.61970936,25.11634511,NA
Siha,2016-07-01,21.6030980732273,0.515449759,0,0,13.51126848,19.13132759,24.75138669,23.6342556770396
Siha,2016-08-01,11.3025817674121,0.493356458,0,0,13.315322,18.83331047,24.35129895,24.7592935239697
Siha,2016-09-01,9.03907054960215,0.453287736,0,0,13.246622,20.28056699,27.31451198,28.3900967199328
Siha,2016-10-01,13.9624784653445,0.377523365,25.8,4,15.92803888,22.38952444,28.85100999,30.6924852817494
Siha,2016-11-01,19.2586919059031,0.392271713,106,10,15.5835788,22.19836603,28.81315326,25.6749957947855
Siha,2016-12-01,27.082788267152,0.4164439,50.2,1,14.67440035,21.39436151,28.11432268,29.0747434819175
Siha,2017-01-01,11.901549055326,0.471837245,65,1,14.23154143,21.96067317,29.6898049,30.5804962153069
Siha,2017-02-01,16.6053357247436,0.470857932,56.1,7,16.27939535,22.48793918,28.69648302,29.1602270815812
Siha,2017-03-01,19.0910498738904,0.483272335,50.8,6,16.25950531,22.23175939,28.20401346,28.243637510513
Siha,2017-04-01,19.586574895862,0.487115449,92.9,10,16.18179284,22.49316221,28.80453159,22.9076619007569
Siha,2017-05-01,14.8578313246446,0.464827832,66.7,1,15.43407123,19.95329842,24.47252561,21.8925946173255
Siha,2017-06-01,8.30757315023425,0.47217413,6.9,2,13.59349323,18.99487816,24.39626309,22.1822792262405
Siha,2017-07-01,16.5277108407472,0.50244007,0,0,13.52571406,19.27645484,25.02719561,23.0146257359125
Siha,2017-08-01,9.42237519643393,0.472692233,0,0,14.55935566,20.15764339,25.75593112,25.819739276703
Siha,2017-09-01,8.66419965100576,0.468491659,7.8,2,14.09942582,20.10856188,26.11769793,29.3027081581161
Siha,2017-10-01,14.0643717787147,0.475525627,18.1,3,14.9495478,21.57018021,28.19081262,30.7423675357443
Siha,2017-11-01,23.2387263483517,0.523133237,154.4,2,15.04738535,20.86217494,26.67696453,25.4294365012615
Siha,2017-12-01,32.5208260278488,0.559073933,47.9,6,15.12289376,21.38582601,27.64875825,27.8275820016821
Siha,2018-01-01,19.8733218483588,0.599317518,94.9,5,14.79189198,21.23353939,27.6751868,28.3058452481077
Siha,2018-02-01,13.7049913488444,0.584362548,32.2,2,16.40080596,22.85018447,29.29956298,29.8901597981497
Siha,2018-03-01,22.6392426745206,0.582802152,245.4,19,15.88912514,21.02066157,26.15219799,25.1382506307821
Siha,2018-04-01,19.43631670356,NA,231.6,10,16.54634951,21.82972378,27.11309806,15.0612068965517
Siha,2018-05-01,13.5523236187723,NA,50.2,6,15.06698363,19.81066093,24.55433824,20.7508578637511
Siha,2018-06-01,13.338037894638,NA,12.5,2,14.38166482,18.69852204,23.01537926,21.3531707317073
Siha,2018-07-01,17.3795180591577,0.44011969,0,0,13.67533932,18.57913158,23.48292384,22.0737216148024
Siha,2018-08-01,11.8549053549972,0.471988253,1.4,0,13.56367016,19.34080782,25.11794549,24.1236206896551
Siha,2018-09-01,14.0475043019411,0.465373142,7.1,2,13.37422497,19.15374148,24.93325799,27.1609756097561
Siha,2018-10-01,22.2664371759674,0.456339011,45.8,6,15.27114072,21.27856406,27.2859874,27.029142136249
Siha,2018-11-01,21.8018932670816,0.471884074,80.8,9,15.70832991,21.8295663,27.9508027,27.2809503784694
Siha,2018-12-01,29.7974182233958,0.468135114,149.3,6,16.14723206,21.74075002,27.33426799,25.7420563498739
Siha,2019-01-01,19.4576591780592,0.5358319,68.2,8,15.02955301,21.75281496,28.47607691,27.8551009251472
Siha,2019-02-01,17.0103270584868,0.560552309,49.5,2,16.20793681,22.76823416,29.32853152,29.9917367535744
Siha,2019-03-01,16.6733218798744,0.521224135,31.3,3,16.22979249,23.15638471,30.08297693,31.0156560134565
Siha,2019-04-01,11.7609294064074,0.512111952,121.9,6,17.21818546,23.22165165,29.22511784,27.8967619848612
