"","District","value.ID","value.absorbing_aerosol_index","month","year"
"327","moshi",1,-1.4414176940918,"12","2018"
"328","moshi",1,-1.4160567522049,"12","2018"
"329","moshi",1,-1.32666552066803,"12","2018"
"330","moshi",1,-1.41860938072205,"12","2018"
"331","moshi",1,-1.42298018932343,"12","2018"
"332","moshi",1,-1.42298018932343,"12","2018"
"333","moshi",1,-1.51555490493774,"12","2018"
"334","moshi",1,-1.46234357357025,"12","2018"
"335","moshi",1,-1.43551552295685,"12","2018"
"336","moshi",1,-1.43551552295685,"12","2018"
"337","moshi",1,-1.41067385673523,"12","2018"
"338","moshi",1,-1.51555490493774,"12","2018"
"339","moshi",1,-1.40544450283051,"12","2018"
"340","moshi",1,-1.40544450283051,"12","2018"
"341","moshi",1,-1.41067385673523,"12","2018"
"342","moshi",1,-1.36840736865997,"12","2018"
"343","moshi",1,-1.35574162006378,"01","2019"
"344","moshi",1,-1.35998749732971,"01","2019"
"345","moshi",1,-1.35574162006378,"01","2019"
"346","moshi",1,-1.35574162006378,"01","2019"
"347","moshi",1,-1.35574162006378,"01","2019"
"348","moshi",1,-1.23987901210785,"01","2019"
"349","moshi",1,-1.35574162006378,"01","2019"
"350","moshi",1,-1.35574162006378,"01","2019"
"351","moshi",1,-1.35574162006378,"01","2019"
"352","moshi",1,-1.35574162006378,"01","2019"
"353","moshi",1,-1.2668571472168,"01","2019"
"354","moshi",1,-1.19003582000732,"01","2019"
"355","moshi",1,-1.19003582000732,"01","2019"
"356","moshi",1,-1.18760538101196,"01","2019"
"357","moshi",1,-1.39541327953339,"01","2019"
"358","moshi",1,-1.35574162006378,"01","2019"
"359","moshi",1,-1.31263875961304,"01","2019"
"360","moshi",1,-1.29948544502258,"01","2019"
"361","moshi",1,-1.28562355041504,"01","2019"
"362","moshi",1,-1.28562355041504,"01","2019"
"363","moshi",1,-1.27962148189545,"01","2019"
"364","moshi",1,-1.18996262550354,"01","2019"
"365","moshi",1,-1.17039084434509,"01","2019"
"366","moshi",1,-1.14002406597137,"01","2019"
"367","moshi",1,-1.10614669322968,"01","2019"
"368","moshi",1,-1.10614669322968,"01","2019"
"369","moshi",1,-1.24480795860291,"01","2019"
"370","moshi",1,-1.22928178310394,"01","2019"
"371","moshi",1,-1.21573746204376,"01","2019"
"372","moshi",1,-1.21170365810394,"01","2019"
"373","moshi",1,-1.21170365810394,"01","2019"
"374","moshi",1,-1.19003582000732,"01","2019"
"375","moshi",1,-1.18112027645111,"01","2019"
"376","moshi",1,-1.17039084434509,"01","2019"
"377","moshi",1,-1.17039084434509,"01","2019"
"378","moshi",1,-1.10614669322968,"01","2019"
"379","moshi",1,-1.08903825283051,"01","2019"
"380","moshi",1,-1.24480795860291,"01","2019"
"381","moshi",1,-1.22928178310394,"01","2019"
"382","moshi",1,-1.21573746204376,"01","2019"
"383","moshi",1,-1.21170365810394,"01","2019"
"384","moshi",1,-1.21170365810394,"01","2019"
"385","moshi",1,-1.19003582000732,"01","2019"
"386","moshi",1,-1.18112027645111,"01","2019"
"387","moshi",1,-1.17039084434509,"01","2019"
"388","moshi",1,-1.17039084434509,"01","2019"
"389","moshi",1,-1.10614669322968,"01","2019"
"390","moshi",1,-1.19315969944,"01","2019"
"391","moshi",1,-1.19003582000732,"01","2019"
"392","moshi",1,-1.19003582000732,"01","2019"
"393","moshi",1,-1.19003582000732,"01","2019"
"394","moshi",1,-1.18899822235107,"01","2019"
"395","moshi",1,-1.1066597700119,"01","2019"
"396","moshi",1,-1.16657507419586,"01","2019"
"397","moshi",1,-1.16657507419586,"01","2019"
"398","moshi",1,-1.04104399681091,"01","2019"
"399","moshi",1,-1.04104399681091,"01","2019"
"400","moshi",1,-0.948797881603241,"02","2019"
"401","moshi",1,-0.918881118297577,"02","2019"
"402","moshi",1,-0.948797881603241,"02","2019"
"403","moshi",1,-0.948797881603241,"02","2019"
"404","moshi",1,-0.948797881603241,"02","2019"
"405","moshi",1,-0.960947930812836,"02","2019"
"406","moshi",1,-0.948797881603241,"02","2019"
"407","moshi",1,-0.918881118297577,"02","2019"
"408","moshi",1,-0.948797881603241,"02","2019"
"409","moshi",1,-0.948797881603241,"02","2019"
"410","moshi",1,-0.957829177379608,"02","2019"
"411","moshi",1,-0.962928533554077,"02","2019"
"412","moshi",1,-0.990706145763397,"02","2019"
"413","moshi",1,-1.01749205589294,"02","2019"
"414","moshi",1,-1.14390027523041,"02","2019"
"415","moshi",1,-1.1387779712677,"02","2019"
"416","moshi",1,-0.948797881603241,"02","2019"
"417","moshi",1,-0.948797881603241,"02","2019"
"418","moshi",1,-0.918881118297577,"02","2019"
"419","moshi",1,-0.918881118297577,"02","2019"
"420","moshi",1,-0.954710483551025,"02","2019"
"421","moshi",1,-0.962928533554077,"02","2019"
"422","moshi",1,-0.990706145763397,"02","2019"
"423","moshi",1,-1.01749205589294,"02","2019"
"424","moshi",1,-1.04390943050385,"02","2019"
"425","moshi",1,-1.05777406692505,"02","2019"
"426","moshi",1,-1.1387779712677,"02","2019"
"427","moshi",1,-0.948797881603241,"02","2019"
"428","moshi",1,-0.948797702789307,"02","2019"
"429","moshi",1,-0.909048497676849,"02","2019"
"430","moshi",1,-0.909048497676849,"02","2019"
"431","moshi",1,-0.918881118297577,"02","2019"
"432","moshi",1,-0.918881118297577,"02","2019"
"433","moshi",1,-0.986536204814911,"02","2019"
"434","moshi",1,-0.965969264507294,"02","2019"
"435","moshi",1,-0.937726318836212,"02","2019"
"436","moshi",1,-0.975907325744629,"02","2019"
"437","moshi",1,-1.1387779712677,"02","2019"
"438","moshi",1,-0.948797881603241,"02","2019"
"439","moshi",1,-0.948797702789307,"02","2019"
"440","moshi",1,-0.909048497676849,"02","2019"
"441","moshi",1,-0.909048497676849,"02","2019"
"442","moshi",1,-0.918881118297577,"02","2019"
"443","moshi",1,-0.918881118297577,"02","2019"
"444","moshi",1,-0.986536204814911,"02","2019"
"445","moshi",1,-0.965969264507294,"02","2019"
"446","moshi",1,-0.937726318836212,"02","2019"
"447","moshi",1,-1.00590443611145,"02","2019"
"448","moshi",1,-0.918881118297577,"02","2019"
"449","moshi",1,-0.909048497676849,"02","2019"
"450","moshi",1,-0.909048497676849,"02","2019"
"451","moshi",1,-0.904027223587036,"02","2019"
"452","moshi",1,-1.00462198257446,"02","2019"
"453","moshi",1,-0.822008192539215,"02","2019"
"454","moshi",1,-0.822008192539215,"02","2019"
"455","moshi",1,-0.822008192539215,"02","2019"
"456","moshi",1,-0.822008192539215,"02","2019"
"457","moshi",1,-1.06924176216125,"03","2019"
"458","moshi",1,-1.03323590755463,"03","2019"
"459","moshi",1,-1.15820789337158,"03","2019"
"460","moshi",1,-0.954305171966553,"03","2019"
"461","moshi",1,-0.954305171966553,"03","2019"
"462","moshi",1,-0.929109871387482,"03","2019"
"463","moshi",1,-1.19520258903503,"03","2019"
"464","moshi",1,-1.18064939975739,"03","2019"
"465","moshi",1,-0.991929352283478,"03","2019"
"466","moshi",1,-0.991929352283478,"03","2019"
"467","moshi",1,-1.06541991233826,"03","2019"
"468","moshi",1,-1.06541991233826,"03","2019"
"469","moshi",1,-1.13163626194,"03","2019"
"470","moshi",1,-1.11089098453522,"03","2019"
"471","moshi",1,-1.31833136081696,"03","2019"
"472","moshi",1,-1.25813674926758,"03","2019"
"473","moshi",1,-1.09233403205872,"03","2019"
"474","moshi",1,-1.11391389369965,"03","2019"
"475","moshi",1,-1.06541991233826,"03","2019"
"476","moshi",1,-1.06541991233826,"03","2019"
"477","moshi",1,-1.06541991233826,"03","2019"
"478","moshi",1,-1.13296639919281,"03","2019"
"479","moshi",1,-1.1144106388092,"03","2019"
"480","moshi",1,-1.11227524280548,"03","2019"
"481","moshi",1,-1.09867680072784,"03","2019"
"482","moshi",1,-1.12986147403717,"03","2019"
"483","moshi",1,-1.1358048915863,"03","2019"
"484","moshi",1,-1.01086211204529,"03","2019"
"485","moshi",1,-0.991929352283478,"03","2019"
"486","moshi",1,-0.991929352283478,"03","2019"
"487","moshi",1,-0.991929352283478,"03","2019"
"488","moshi",1,-0.948062717914581,"03","2019"
"489","moshi",1,-1.06541991233826,"03","2019"
"490","moshi",1,-1.11227524280548,"03","2019"
"491","moshi",1,-1.11227524280548,"03","2019"
"492","moshi",1,-1.09867680072784,"03","2019"
"493","moshi",1,-1.12986147403717,"03","2019"
"494","moshi",1,-1.1358048915863,"03","2019"
"495","moshi",1,-1.01086211204529,"03","2019"
"496","moshi",1,-0.991929352283478,"03","2019"
"497","moshi",1,-0.991929352283478,"03","2019"
"498","moshi",1,-0.991929352283478,"03","2019"
"499","moshi",1,-0.948062717914581,"03","2019"
"500","moshi",1,-1.06541991233826,"03","2019"
"501","moshi",1,-1.11227524280548,"03","2019"
"502","moshi",1,-1.11227524280548,"03","2019"
"503","moshi",1,-1.09867680072784,"03","2019"
"504","moshi",1,-1.06266450881958,"03","2019"
"505","moshi",1,-0.991929352283478,"03","2019"
"506","moshi",1,-0.991929352283478,"03","2019"
"507","moshi",1,-0.991929352283478,"03","2019"
"508","moshi",1,-0.929109871387482,"03","2019"
"509","moshi",1,-1.09233403205872,"03","2019"
"510","moshi",1,-0.991929352283478,"03","2019"
"511","moshi",1,-0.991929352283478,"03","2019"
"512","moshi",1,-0.946796774864197,"03","2019"
"513","moshi",1,-0.953465521335602,"03","2019"
"514","moshi",1,-1.31891226768494,"04","2019"
"515","moshi",1,-1.32210063934326,"04","2019"
"516","moshi",1,-1.29013538360596,"04","2019"
"517","moshi",1,-1.28075671195984,"04","2019"
"518","moshi",1,-1.28075671195984,"04","2019"
"519","moshi",1,-1.27009236812592,"04","2019"
"520","moshi",1,-1.14632523059845,"04","2019"
"521","moshi",1,-1.24449813365936,"04","2019"
"522","moshi",1,-1.32210063934326,"04","2019"
"523","moshi",1,-1.32210063934326,"04","2019"
"524","moshi",1,-1.15419864654541,"04","2019"
"525","moshi",1,-1.32210063934326,"04","2019"
"526","moshi",1,-1.22623944282532,"04","2019"
"527","moshi",1,-1.2409029006958,"04","2019"
"528","moshi",1,-1.18620610237122,"04","2019"
"529","moshi",1,-1.37014186382294,"04","2019"
"530","moshi",1,-1.14943969249725,"04","2019"
"531","moshi",1,-1.30480945110321,"04","2019"
"532","moshi",1,-1.46912884712219,"04","2019"
"533","moshi",1,-1.46912884712219,"04","2019"
"534","moshi",1,-1.10876619815826,"04","2019"
"535","moshi",1,-1.27923405170441,"04","2019"
"536","moshi",1,-1.22623944282532,"04","2019"
"537","moshi",1,-1.22623944282532,"04","2019"
"538","moshi",1,-1.2262886762619,"04","2019"
"539","moshi",1,-1.27449035644531,"04","2019"
"540","moshi",1,-1.55107367038727,"04","2019"
"541","moshi",1,-1.2110698223114,"04","2019"
"542","moshi",1,-1.28795266151428,"04","2019"
"543","moshi",1,-1.41931307315826,"04","2019"
"544","moshi",1,-1.41931307315826,"04","2019"
"545","moshi",1,-1.25784659385681,"04","2019"
"546","moshi",1,-1.2308509349823,"04","2019"
"547","moshi",1,-1.23146259784698,"04","2019"
"548","moshi",1,-1.23391222953796,"04","2019"
"549","moshi",1,-1.27449035644531,"04","2019"
"550","moshi",1,-1.27449035644531,"04","2019"
"551","moshi",1,-1.55107367038727,"04","2019"
"552","moshi",1,-1.2110698223114,"04","2019"
"553","moshi",1,-1.28795266151428,"04","2019"
"554","moshi",1,-1.41931307315826,"04","2019"
