"","District","value.ID","value.SO2_column_number_density","month","year","so2"
"147","moshi",1,-38.5442008972168,"02","2019","SO2"
"148","moshi",1,-30.3915386199951,"02","2019","SO2"
"149","moshi",1,-22.3876667022705,"02","2019","SO2"
"150","moshi",1,-8.01294326782227,"02","2019","SO2"
"151","moshi",1,52.2802085876465,"02","2019","SO2"
"152","moshi",1,-43.5541038513184,"02","2019","SO2"
"153","moshi",1,-15.3132190704346,"02","2019","SO2"
"154","moshi",1,-18.7148094177246,"02","2019","SO2"
"155","moshi",1,-18.7148094177246,"02","2019","SO2"
"156","moshi",1,-18.7148094177246,"02","2019","SO2"
"157","moshi",1,-30.3915386199951,"02","2019","SO2"
"158","moshi",1,-38.5442008972168,"02","2019","SO2"
"159","moshi",1,-30.3915386199951,"02","2019","SO2"
"160","moshi",1,-22.3876667022705,"02","2019","SO2"
"161","moshi",1,-8.01294326782227,"02","2019","SO2"
"162","moshi",1,5.18986892700195,"02","2019","SO2"
"163","moshi",1,28.1362285614014,"02","2019","SO2"
"164","moshi",1,27.4825897216797,"02","2019","SO2"
"165","moshi",1,27.4825897216797,"02","2019","SO2"
"166","moshi",1,27.8552589416504,"02","2019","SO2"
"167","moshi",1,27.119312286377,"02","2019","SO2"
"168","moshi",1,60.6397552490234,"02","2019","SO2"
"169","moshi",1,60.6397552490234,"02","2019","SO2"
"170","moshi",1,58.303466796875,"02","2019","SO2"
"171","moshi",1,29.1073551177979,"02","2019","SO2"
"172","moshi",1,-57.1275215148926,"03","2019","SO2"
"173","moshi",1,-47.2189521789551,"03","2019","SO2"
"174","moshi",1,-17.5670433044434,"03","2019","SO2"
"175","moshi",1,-16.1324195861816,"03","2019","SO2"
"176","moshi",1,-16.1324195861816,"03","2019","SO2"
"177","moshi",1,-7.47782325744629,"03","2019","SO2"
"178","moshi",1,-4.91724252700806,"03","2019","SO2"
"179","moshi",1,-3.22564744949341,"03","2019","SO2"
"180","moshi",1,-16.8136119842529,"03","2019","SO2"
"181","moshi",1,-16.8136119842529,"03","2019","SO2"
"182","moshi",1,-19.8096523284912,"03","2019","SO2"
"183","moshi",1,-14.9782552719116,"03","2019","SO2"
"184","moshi",1,35.4772720336914,"03","2019","SO2"
"185","moshi",1,51.1365242004395,"03","2019","SO2"
"186","moshi",1,8.9836368560791,"03","2019","SO2"
"187","moshi",1,-8.66290092468262,"03","2019","SO2"
"188","moshi",1,-16.8136119842529,"03","2019","SO2"
"189","moshi",1,-40.4995880126953,"03","2019","SO2"
"190","moshi",1,-47.7082366943359,"03","2019","SO2"
"191","moshi",1,-47.7082366943359,"03","2019","SO2"
"192","moshi",1,-17.1465148925781,"03","2019","SO2"
"193","moshi",1,32.5264549255371,"03","2019","SO2"
"194","moshi",1,49.3442840576172,"03","2019","SO2"
"195","moshi",1,73.095329284668,"03","2019","SO2"
"196","moshi",1,71.6817779541016,"03","2019","SO2"
"197","moshi",1,55.3384819030762,"03","2019","SO2"
"198","moshi",1,-47.4359588623047,"03","2019","SO2"
"199","moshi",1,-36.7572326660156,"03","2019","SO2"
"200","moshi",1,-40.4995880126953,"03","2019","SO2"
"201","moshi",1,-46.9829978942871,"03","2019","SO2"
"202","moshi",1,-46.9829978942871,"03","2019","SO2"
"203","moshi",1,-6.91620779037476,"03","2019","SO2"
"204","moshi",1,47.1446876525879,"03","2019","SO2"
"205","moshi",1,49.0212821960449,"03","2019","SO2"
"206","moshi",1,71.6817779541016,"03","2019","SO2"
"207","moshi",1,62.7807388305664,"03","2019","SO2"
"208","moshi",1,73.0656814575195,"03","2019","SO2"
"209","moshi",1,-47.4359588623047,"03","2019","SO2"
"210","moshi",1,-36.7572326660156,"03","2019","SO2"
"211","moshi",1,-40.4995880126953,"03","2019","SO2"
"212","moshi",1,-46.9829978942871,"03","2019","SO2"
"213","moshi",1,-46.9829978942871,"03","2019","SO2"
"214","moshi",1,-6.91620779037476,"03","2019","SO2"
"215","moshi",1,47.1446876525879,"03","2019","SO2"
"216","moshi",1,49.0212821960449,"03","2019","SO2"
"217","moshi",1,71.6817779541016,"03","2019","SO2"
"218","moshi",1,62.7807388305664,"03","2019","SO2"
"219","moshi",1,-7.01947498321533,"03","2019","SO2"
"220","moshi",1,27.6855430603027,"03","2019","SO2"
"221","moshi",1,-28.6566009521484,"03","2019","SO2"
"222","moshi",1,-28.6566009521484,"03","2019","SO2"
"223","moshi",1,-16.8136119842529,"03","2019","SO2"
"224","moshi",1,-20.2241992950439,"03","2019","SO2"
"225","moshi",1,-19.5032405853271,"03","2019","SO2"
"226","moshi",1,-19.5032405853271,"03","2019","SO2"
"227","moshi",1,-14.811803817749,"03","2019","SO2"
"228","moshi",1,1.42136442661285,"03","2019","SO2"
"229","moshi",1,36.7074546813965,"04","2019","SO2"
"230","moshi",1,31.8840789794922,"04","2019","SO2"
"231","moshi",1,44.6394004821777,"04","2019","SO2"
"232","moshi",1,-47.6365089416504,"04","2019","SO2"
"233","moshi",1,-47.6365089416504,"04","2019","SO2"
"234","moshi",1,48.3238716125488,"04","2019","SO2"
"235","moshi",1,9.15224552154541,"04","2019","SO2"
"236","moshi",1,18.1667976379395,"04","2019","SO2"
"237","moshi",1,-42.1388511657715,"04","2019","SO2"
"238","moshi",1,-42.1388511657715,"04","2019","SO2"
"239","moshi",1,22.8828659057617,"04","2019","SO2"
"240","moshi",1,-14.0498657226562,"04","2019","SO2"
"241","moshi",1,-56.179141998291,"04","2019","SO2"
"242","moshi",1,-56.8281478881836,"04","2019","SO2"
"243","moshi",1,33.694408416748,"04","2019","SO2"
"244","moshi",1,3.44494938850403,"04","2019","SO2"
"245","moshi",1,9.15224552154541,"04","2019","SO2"
"246","moshi",1,9.15224552154541,"04","2019","SO2"
"247","moshi",1,-38.8566017150879,"04","2019","SO2"
"248","moshi",1,-38.8566017150879,"04","2019","SO2"
"249","moshi",1,9.15224552154541,"04","2019","SO2"
"250","moshi",1,-5.05563306808472,"04","2019","SO2"
"251","moshi",1,-27.9133949279785,"04","2019","SO2"
"252","moshi",1,-9.19671154022217,"04","2019","SO2"
"253","moshi",1,-56.8281478881836,"04","2019","SO2"
"254","moshi",1,-9.19671154022217,"04","2019","SO2"
"255","moshi",1,16.6224765777588,"04","2019","SO2"
"256","moshi",1,24.0254421234131,"04","2019","SO2"
"257","moshi",1,24.0254402160645,"04","2019","SO2"
"258","moshi",1,18.1667976379395,"04","2019","SO2"
"259","moshi",1,18.1667976379395,"04","2019","SO2"
"260","moshi",1,-26.4532337188721,"04","2019","SO2"
"261","moshi",1,-5.16602563858032,"04","2019","SO2"
"262","moshi",1,-14.0498657226562,"04","2019","SO2"
"263","moshi",1,-9.19671154022217,"04","2019","SO2"
"264","moshi",1,-9.19671154022217,"04","2019","SO2"
"265","moshi",1,2.69937515258789,"04","2019","SO2"
"266","moshi",1,16.6224765777588,"04","2019","SO2"
"267","moshi",1,24.0254421234131,"04","2019","SO2"
"268","moshi",1,24.0254402160645,"04","2019","SO2"
"269","moshi",1,18.1667976379395,"04","2019","SO2"
"270","moshi",1,18.1667976379395,"04","2019","SO2"
"271","moshi",1,-26.4532337188721,"04","2019","SO2"
"272","moshi",1,-5.16602563858032,"04","2019","SO2"
"273","moshi",1,-14.0498657226562,"04","2019","SO2"
"274","moshi",1,-9.19671154022217,"04","2019","SO2"
"275","moshi",1,-9.19671154022217,"04","2019","SO2"
"276","moshi",1,24.0254421234131,"04","2019","SO2"
"277","moshi",1,16.5888423919678,"04","2019","SO2"
"278","moshi",1,9.15224552154541,"04","2019","SO2"
"279","moshi",1,9.15224552154541,"04","2019","SO2"
"280","moshi",1,-38.8566017150879,"04","2019","SO2"
"281","moshi",1,9.18587875366211,"04","2019","SO2"
"282","moshi",1,9.15224552154541,"04","2019","SO2"
"283","moshi",1,9.15224552154541,"04","2019","SO2"
"284","moshi",1,-38.8566017150879,"04","2019","SO2"
"285","moshi",1,-17.2740116119385,"04","2019","SO2"
"286","moshi",1,78.8968887329102,"05","2019","SO2"
"287","moshi",1,17.1176223754883,"05","2019","SO2"
"288","moshi",1,78.8968811035156,"05","2019","SO2"
"289","moshi",1,16.9927005767822,"05","2019","SO2"
"290","moshi",1,16.9927005767822,"05","2019","SO2"
"291","moshi",1,16.9103889465332,"05","2019","SO2"
"292","moshi",1,78.8968811035156,"05","2019","SO2"
"293","moshi",1,89.2517395019531,"05","2019","SO2"
"294","moshi",1,16.7818946838379,"05","2019","SO2"
"295","moshi",1,16.7818946838379,"05","2019","SO2"
"296","moshi",1,16.8799152374268,"05","2019","SO2"
"297","moshi",1,19.094181060791,"05","2019","SO2"
"298","moshi",1,40.6247367858887,"05","2019","SO2"
"299","moshi",1,40.6247367858887,"05","2019","SO2"
"300","moshi",1,1.00818586349487,"05","2019","SO2"
"301","moshi",1,105.007270812988,"05","2019","SO2"
"302","moshi",1,124.514907836914,"05","2019","SO2"
"303","moshi",1,173.054382324219,"05","2019","SO2"
"304","moshi",1,97.2446060180664,"05","2019","SO2"
"305","moshi",1,97.2446060180664,"05","2019","SO2"
"306","moshi",1,97.2446060180664,"05","2019","SO2"
"307","moshi",1,97.2446060180664,"05","2019","SO2"
"308","moshi",1,-63.2048263549805,"05","2019","SO2"
"309","moshi",1,40.6247367858887,"05","2019","SO2"
"310","moshi",1,38.5409622192383,"05","2019","SO2"
"311","moshi",1,52.198356628418,"05","2019","SO2"
"312","moshi",1,97.2446060180664,"05","2019","SO2"
"313","moshi",1,117.518028259277,"05","2019","SO2"
"314","moshi",1,135.149490356445,"05","2019","SO2"
"315","moshi",1,97.2446060180664,"05","2019","SO2"
"316","moshi",1,97.2446060180664,"05","2019","SO2"
"317","moshi",1,97.2446060180664,"05","2019","SO2"
"318","moshi",1,97.2446060180664,"05","2019","SO2"
"319","moshi",1,-28.2021751403809,"05","2019","SO2"
"320","moshi",1,37.6288795471191,"05","2019","SO2"
"321","moshi",1,38.2931365966797,"05","2019","SO2"
"322","moshi",1,52.198356628418,"05","2019","SO2"
"323","moshi",1,97.2446060180664,"05","2019","SO2"
"324","moshi",1,117.518028259277,"05","2019","SO2"
"325","moshi",1,135.149490356445,"05","2019","SO2"
"326","moshi",1,97.2446060180664,"05","2019","SO2"
"327","moshi",1,97.2446060180664,"05","2019","SO2"
"328","moshi",1,97.2446060180664,"05","2019","SO2"
"329","moshi",1,97.2446060180664,"05","2019","SO2"
"330","moshi",1,-28.2021751403809,"05","2019","SO2"
"331","moshi",1,37.6288795471191,"05","2019","SO2"
"332","moshi",1,38.2931365966797,"05","2019","SO2"
"333","moshi",1,117.518035888672,"05","2019","SO2"
"334","moshi",1,135.149490356445,"05","2019","SO2"
"335","moshi",1,97.2446060180664,"05","2019","SO2"
"336","moshi",1,97.2446060180664,"05","2019","SO2"
"337","moshi",1,97.2446060180664,"05","2019","SO2"
"338","moshi",1,117.518035888672,"05","2019","SO2"
"339","moshi",1,145.27116394043,"05","2019","SO2"
"340","moshi",1,145.27116394043,"05","2019","SO2"
"341","moshi",1,65.9195175170898,"05","2019","SO2"
"342","moshi",1,65.9195175170898,"05","2019","SO2"
"343","moshi",1,2.98104286193848,"06","2019","SO2"
"344","moshi",1,-17.3445911407471,"06","2019","SO2"
"345","moshi",1,-2.03496432304382,"06","2019","SO2"
"346","moshi",1,-17.3445911407471,"06","2019","SO2"
"347","moshi",1,-17.3445911407471,"06","2019","SO2"
"348","moshi",1,-17.4679641723633,"06","2019","SO2"
"349","moshi",1,-56.8963508605957,"06","2019","SO2"
"350","moshi",1,-8.87986946105957,"06","2019","SO2"
"351","moshi",1,-17.3445911407471,"06","2019","SO2"
"352","moshi",1,-17.3445911407471,"06","2019","SO2"
"353","moshi",1,-17.3445911407471,"06","2019","SO2"
"354","moshi",1,-49.747859954834,"06","2019","SO2"
"355","moshi",1,34.4071159362793,"06","2019","SO2"
"356","moshi",1,14.2605867385864,"06","2019","SO2"
"357","moshi",1,-58.6492080688477,"06","2019","SO2"
"358","moshi",1,-58.6492080688477,"06","2019","SO2"
"359","moshi",1,-58.3981857299805,"06","2019","SO2"
"360","moshi",1,-50.5863723754883,"06","2019","SO2"
"361","moshi",1,-17.3445911407471,"06","2019","SO2"
"362","moshi",1,-17.3445911407471,"06","2019","SO2"
"363","moshi",1,-17.3445911407471,"06","2019","SO2"
"364","moshi",1,-14.1843957901001,"06","2019","SO2"
"365","moshi",1,5.51103496551514,"06","2019","SO2"
"366","moshi",1,14.2605867385864,"06","2019","SO2"
"367","moshi",1,14.2605867385864,"06","2019","SO2"
"368","moshi",1,14.2605867385864,"06","2019","SO2"
"369","moshi",1,-58.6492080688477,"06","2019","SO2"
"370","moshi",1,2.40199303627014,"06","2019","SO2"
"371","moshi",1,13.4126110076904,"06","2019","SO2"
"372","moshi",1,29.8966865539551,"06","2019","SO2"
"373","moshi",1,29.8966865539551,"06","2019","SO2"
"374","moshi",1,15.7858114242554,"06","2019","SO2"
"375","moshi",1,5.51103496551514,"06","2019","SO2"
"376","moshi",1,5.51103496551514,"06","2019","SO2"
"377","moshi",1,8.71416091918945,"06","2019","SO2"
"378","moshi",1,-38.3954391479492,"06","2019","SO2"
"379","moshi",1,-11.35422706604,"06","2019","SO2"
"380","moshi",1,-58.6492080688477,"06","2019","SO2"
"381","moshi",1,2.40199303627014,"06","2019","SO2"
"382","moshi",1,13.4126110076904,"06","2019","SO2"
"383","moshi",1,29.8966865539551,"06","2019","SO2"
"384","moshi",1,29.8966865539551,"06","2019","SO2"
"385","moshi",1,15.7858114242554,"06","2019","SO2"
"386","moshi",1,5.51103496551514,"06","2019","SO2"
"387","moshi",1,5.51103496551514,"06","2019","SO2"
"388","moshi",1,8.71416091918945,"06","2019","SO2"
"389","moshi",1,-38.3954391479492,"06","2019","SO2"
"390","moshi",1,32.9380683898926,"06","2019","SO2"
"391","moshi",1,50.7161140441895,"06","2019","SO2"
"392","moshi",1,57.7966194152832,"06","2019","SO2"
"393","moshi",1,57.7966194152832,"06","2019","SO2"
"394","moshi",1,24.455472946167,"06","2019","SO2"
"395","moshi",1,-51.4404525756836,"06","2019","SO2"
"396","moshi",1,43.8942260742188,"06","2019","SO2"
"397","moshi",1,43.8942260742188,"06","2019","SO2"
"398","moshi",1,5.51103496551514,"06","2019","SO2"
"399","moshi",1,-38.699878692627,"06","2019","SO2"
"400","moshi",1,22.8438301086426,"07","2019","SO2"
"401","moshi",1,62.0224494934082,"07","2019","SO2"
"402","moshi",1,13.010142326355,"07","2019","SO2"
"403","moshi",1,69.8743209838867,"07","2019","SO2"
"404","moshi",1,69.8743209838867,"07","2019","SO2"
"405","moshi",1,33.5425491333008,"07","2019","SO2"
"406","moshi",1,20.6899471282959,"07","2019","SO2"
"407","moshi",1,-10.277042388916,"07","2019","SO2"
"408","moshi",1,33.8380889892578,"07","2019","SO2"
"409","moshi",1,33.8380889892578,"07","2019","SO2"
"410","moshi",1,16.5286731719971,"07","2019","SO2"
"411","moshi",1,-2.19814682006836,"07","2019","SO2"
"412","moshi",1,35.0288352966309,"07","2019","SO2"
"413","moshi",1,28.6904201507568,"07","2019","SO2"
"414","moshi",1,-38.6952514648438,"07","2019","SO2"
"415","moshi",1,-24.4109497070312,"07","2019","SO2"
"416","moshi",1,-7.69821500778198,"07","2019","SO2"
"417","moshi",1,-7.69821500778198,"07","2019","SO2"
"418","moshi",1,13.0551223754883,"07","2019","SO2"
"419","moshi",1,13.0551223754883,"07","2019","SO2"
"420","moshi",1,16.5286731719971,"07","2019","SO2"
"421","moshi",1,-7.69821500778198,"07","2019","SO2"
"422","moshi",1,5.6794056892395,"07","2019","SO2"
"423","moshi",1,28.6904201507568,"07","2019","SO2"
"424","moshi",1,25.5540618896484,"07","2019","SO2"
"425","moshi",1,37.6770477294922,"07","2019","SO2"
"426","moshi",1,-21.9483699798584,"07","2019","SO2"
"427","moshi",1,-6.78698062896729,"07","2019","SO2"
"428","moshi",1,-13.1982831954956,"07","2019","SO2"
"429","moshi",1,-3.89797520637512,"07","2019","SO2"
"430","moshi",1,-3.89797520637512,"07","2019","SO2"
"431","moshi",1,-2.19814682006836,"07","2019","SO2"
"432","moshi",1,-7.69821500778198,"07","2019","SO2"
"433","moshi",1,-13.8417778015137,"07","2019","SO2"
"434","moshi",1,8.19696235656738,"07","2019","SO2"
"435","moshi",1,15.0662117004395,"07","2019","SO2"
"436","moshi",1,19.7403316497803,"07","2019","SO2"
"437","moshi",1,-21.9483699798584,"07","2019","SO2"
"438","moshi",1,-6.78698062896729,"07","2019","SO2"
"439","moshi",1,-13.1982831954956,"07","2019","SO2"
"440","moshi",1,-3.89797520637512,"07","2019","SO2"
"441","moshi",1,-3.89797520637512,"07","2019","SO2"
"442","moshi",1,-2.19814682006836,"07","2019","SO2"
"443","moshi",1,-7.69821500778198,"07","2019","SO2"
"444","moshi",1,-13.8417778015137,"07","2019","SO2"
"445","moshi",1,8.19696235656738,"07","2019","SO2"
"446","moshi",1,15.0662117004395,"07","2019","SO2"
"447","moshi",1,-30.7682762145996,"07","2019","SO2"
"448","moshi",1,-30.4448699951172,"07","2019","SO2"
"449","moshi",1,-2.19814682006836,"07","2019","SO2"
"450","moshi",1,-2.19814682006836,"07","2019","SO2"
"451","moshi",1,-2.19814682006836,"07","2019","SO2"
"452","moshi",1,1.26865828037262,"07","2019","SO2"
"453","moshi",1,-6.09198808670044,"07","2019","SO2"
"454","moshi",1,-6.09198808670044,"07","2019","SO2"
"455","moshi",1,-2.15230798721313,"07","2019","SO2"
"456","moshi",1,-13.1982831954956,"07","2019","SO2"
"457","moshi",1,-18.9263858795166,"08","2019","SO2"
"458","moshi",1,-68.8300247192383,"08","2019","SO2"
"459","moshi",1,9.05015754699707,"08","2019","SO2"
"460","moshi",1,-49.6935272216797,"08","2019","SO2"
"461","moshi",1,-49.6935272216797,"08","2019","SO2"
"462","moshi",1,-62.4540138244629,"08","2019","SO2"
"463","moshi",1,37.2557945251465,"08","2019","SO2"
"464","moshi",1,19.3028602600098,"08","2019","SO2"
"465","moshi",1,-39.0557479858398,"08","2019","SO2"
"466","moshi",1,-39.0557479858398,"08","2019","SO2"
"467","moshi",1,-69.0210494995117,"08","2019","SO2"
"468","moshi",1,-31.251314163208,"08","2019","SO2"
"469","moshi",1,-20.4716205596924,"08","2019","SO2"
"470","moshi",1,17.0776596069336,"08","2019","SO2"
"471","moshi",1,39.4023513793945,"08","2019","SO2"
"472","moshi",1,18.0566101074219,"08","2019","SO2"
"473","moshi",1,-12.3243608474731,"08","2019","SO2"
"474","moshi",1,-10.596173286438,"08","2019","SO2"
"475","moshi",1,-24.2239189147949,"08","2019","SO2"
"476","moshi",1,-24.2239189147949,"08","2019","SO2"
"477","moshi",1,-73.0878601074219,"08","2019","SO2"
"478","moshi",1,-47.2077865600586,"08","2019","SO2"
